hf_town_hash,city,state_id,population,householdIncome,total_income
o4q,Dewittville,NY,1056.0,56490.0,59653440.0
w93,Dallas,WI,1216.0,49038.0,59630208.0
akl,Sutton,AK,1252.0,47625.0,59626500.0
6lg,Albion,IA,1060.0,56250.0,59625000.0
goh,Northome,MN,1030.0,57885.0,59621550.0
dq1,Emery,SD,876.0,68036.0,59599536.0
ikt,Blaine,ME,916.0,65057.0,59592212.0
05j,Cheshire,OH,792.0,75225.0,59578200.0
vez,Lowman,NY,1153.0,51667.0,59572051.0
3ic,Martinton,IL,851.0,70000.0,59570000.0
4av,Bunceton,MO,1022.0,58287.0,59569314.0
dhl,Dolan Springs,AZ,2066.0,28833.0,59568978.0
a5v,Hermitage,MO,1875.0,31757.0,59544375.0
eyq,Lempster,NH,809.0,73594.0,59537546.0
wza,New Berlin,PA,906.0,65714.0,59536884.0
02k,Fountain Run,KY,1217.0,48917.0,59531989.0
49a,Wallace,SC,1852.0,32143.0,59528836.0
ihr,Blanchard,ID,1497.0,39757.0,59516229.0
tvg,Fontanelle,IA,1044.0,57000.0,59508000.0
feg,New Market,IA,933.0,63750.0,59478750.0
bq1,Dupree,SD,1126.0,52813.0,59467438.0
aoe,Ariel,WA,961.0,61875.0,59461875.0
o62,Walnut Springs,TX,1081.0,55000.0,59455000.0
uoa,Nesmith,SC,1479.0,40197.0,59451363.0
282,Dugway,UT,672.0,88462.0,59446464.0
z2v,Climax Springs,MO,1130.0,52604.0,59442520.0
zkp,Wetmore,CO,698.0,85139.0,59427022.0
d4e,Raphine,VA,1866.0,31845.0,59422770.0
jhv,Scooba,MS,1335.0,44500.0,59407500.0
8va,Mahaffey,PA,1466.0,40515.0,59394990.0
8fc,Liberty Center,IN,883.0,67264.0,59394112.0
9sk,Martin,KY,2187.0,27150.0,59377050.0
i1h,Butterfield,MN,969.0,61250.0,59351250.0
7jg,Keystone,IA,941.0,63068.0,59346988.0
yhl,Cameron,AZ,1884.0,31500.0,59346000.0
arp,Otis,CO,1115.0,53214.0,59333610.0
xbi,Coffeeville,AL,1314.0,45152.0,59329728.0
o92,Loa,UT,1224.0,48472.0,59329728.0
dbi,Courtland,AL,2003.0,29608.0,59304824.0
vtk,Eskridge,KS,1061.0,55893.0,59302473.0
qkx,Ridgeland,WI,1082.0,54808.0,59302256.0
frg,Calamus,IA,886.0,66912.0,59284032.0
mx3,Palestine,WV,1034.0,57333.0,59282322.0
dwr,Juliaetta,ID,1056.0,56111.0,59253216.0
ez0,Canadian,OK,1166.0,50815.0,59250290.0
hqa,Port Orford,OR,1838.0,32236.0,59249768.0
7ug,Early,IA,1021.0,58021.0,59239441.0
hek,Gracey,KY,786.0,75350.0,59225100.0
eyv,Wood Lake,MN,794.0,74583.0,59218902.0
1cy,Sand Lake,NY,809.0,73186.0,59207474.0
bvq,Pottersville,NJ,441.0,134236.0,59198076.0
chk,Washington,KS,1258.0,47050.0,59188900.0
kfr,Ellis Grove,IL,855.0,69205.0,59170275.0
8sw,Newcastle,NE,843.0,70125.0,59115375.0
nz1,Hampshire,TN,1240.0,47669.0,59109560.0
9fz,Como,NC,1426.0,41445.0,59100570.0
cgc,Penfield,IL,685.0,86250.0,59081250.0
ygz,Fort Sumner,NM,1910.0,30924.0,59064840.0
qov,Maywood,MO,1019.0,57955.0,59056145.0
0fi,Equality,AL,976.0,60472.0,59020672.0
t0q,Alplaus,NY,542.0,108889.0,59017838.0
tu0,Vickery,OH,1861.0,31711.0,59014171.0
m6w,Saint Libory,NE,826.0,71429.0,59000354.0
k0e,Hardyville,VA,556.0,106071.0,58975476.0
dm3,Saint John,WA,1018.0,57917.0,58959506.0
ser,Benson,IL,769.0,76641.0,58936929.0
1yw,Stotts City,MO,633.0,93043.0,58896219.0
15e,Saxe,VA,1206.0,48824.0,58881744.0
gaj,Napoleon,ND,972.0,60574.0,58877928.0
nmh,Melvin,MI,1182.0,49808.0,58873056.0
xgt,Ashland,ME,1536.0,38317.0,58854912.0
ehk,Westphalia,KS,724.0,81250.0,58825000.0
dt1,Chancellor,SD,728.0,80764.0,58796192.0
xl3,Pe Ell,WA,925.0,63523.0,58758775.0
7w0,Boley,OK,1532.0,38333.0,58726156.0
h02,Paducah,TX,1595.0,36818.0,58724710.0
zny,Hutchinson,PA,676.0,86850.0,58710600.0
jbl,Kingsland,AR,1236.0,47500.0,58710000.0
jnh,Rochert,MN,716.0,81979.0,58696964.0
tek,Germantown,KY,928.0,63244.0,58690432.0
ogc,Plymouth,IL,1154.0,50855.0,58686670.0
zhg,Essex,IA,1149.0,51071.0,58680579.0
cmv,Crenshaw,MS,2107.0,27841.0,58660987.0
mhe,Cleveland,VA,2557.0,22939.0,58655023.0
o9m,Wofford Heights,CA,2009.0,29194.0,58650746.0
noc,Mooreland,IN,1259.0,46585.0,58650515.0
4dv,Reeds,MO,1360.0,43125.0,58650000.0
f43,Renick,WV,1327.0,44196.0,58648092.0
9xz,Scipio Center,NY,1031.0,56875.0,58638125.0
d7a,Monetta,SC,1274.0,46016.0,58624384.0
s9k,White Plains,KY,1386.0,42292.0,58616712.0
wja,Osterburg,PA,1483.0,39515.0,58600745.0
nuj,Baldwin,ND,599.0,97813.0,58589987.0
ke3,Millwood,WV,1230.0,47625.0,58578750.0
ubw,Pleasanton,NE,1031.0,56806.0,58566986.0
1fh,Mcintosh,MN,1028.0,56964.0,58558992.0
rnk,Turners Station,KY,1009.0,58000.0,58522000.0
w6u,Bailey,MI,937.0,62454.0,58519398.0
on2,Hinckley,UT,927.0,63125.0,58516875.0
6sv,Hale,MO,1179.0,49625.0,58507875.0
lk0,Tiro,OH,870.0,67227.0,58487490.0
h1e,Laurel Fork,VA,1168.0,50069.0,58480592.0
czw,Twin Bridges,MT,966.0,60530.0,58471980.0
98z,Gatesville,NC,1469.0,39803.0,58470607.0
awv,Verona,MS,888.0,65833.0,58459704.0
vbz,Bennett,NC,1470.0,39750.0,58432500.0
nsh,Hollandale,MN,975.0,59914.0,58416150.0
e0g,Latimer,IA,1121.0,52109.0,58414189.0
5nv,Otterville,MO,1346.0,43393.0,58406978.0
qsc,Fair Oaks,IN,1096.0,53279.0,58393784.0
7or,Gilson,IL,797.0,73265.0,58392205.0
ek3,Benwood,WV,1525.0,38276.0,58370900.0
6g3,Asbury,WV,917.0,63635.0,58353295.0
cwm,Hydesville,CA,1051.0,55521.0,58352571.0
5hi,State Line,PA,799.0,73031.0,58351769.0
0ez,Lyons Falls,NY,1184.0,49268.0,58333312.0
4lq,Sullivan,NH,700.0,83333.0,58333100.0
otr,McIntyre,GA,1294.0,45078.0,58330932.0
pfv,Leadwood,MO,1472.0,39625.0,58328000.0
lzj,Glenburn,ND,720.0,80972.0,58299840.0
6aw,Carroll,NE,666.0,87535.0,58298310.0
dsy,Covington,PA,1072.0,54375.0,58290000.0
k4l,Floral,AR,1460.0,39922.0,58286120.0
qow,Winside,NE,1021.0,57079.0,58277659.0
mkv,New Site,MS,747.0,78015.0,58277205.0
ire,Waterville,VT,740.0,78750.0,58275000.0
3ce,Atkins,VA,1613.0,36125.0,58269625.0
qnz,Gibson,NC,1572.0,37065.0,58266180.0
twm,Hornbrook,CA,1125.0,51786.0,58259250.0
2l1,Leola,SD,836.0,69688.0,58259168.0
vk1,Atwood,TN,1565.0,37216.0,58243040.0
4fk,Raywick,KY,1294.0,45000.0,58230000.0
me1,Pocahontas,TN,1185.0,49135.0,58224975.0
r7u,Brutus,MI,950.0,61250.0,58187500.0
w0w,Beaver Crossing,NE,791.0,73561.0,58186751.0
1gu,Pine Prairie,LA,1576.0,36919.0,58184344.0
nwv,Weir,MS,1700.0,34211.0,58158700.0
0u1,Buffalo Valley,TN,1149.0,50615.0,58156635.0
50y,Hammondsville,OH,852.0,68250.0,58149000.0
yb0,Soper,OK,1411.0,41204.0,58138844.0
7mi,Oaks,PA,869.0,66891.0,58128279.0
4f0,Wright City,OK,1440.0,40362.0,58121280.0
y7h,Minnesota Lake,MN,892.0,65156.0,58119152.0
iuu,Shongaloo,LA,1537.0,37813.0,58118581.0
v4v,Frohna,MO,1180.0,49237.0,58099660.0
06k,Park City,KY,1840.0,31569.0,58086960.0
0ug,Dumont,IA,1023.0,56771.0,58076733.0
sce,Austinville,VA,2118.0,27418.0,58071324.0
2lv,Cedarbluff,MS,1789.0,32458.0,58067362.0
mwh,Twining,MI,1340.0,43333.0,58066220.0
fjk,Centertown,KY,1177.0,49327.0,58057879.0
fah,Brownsdale,MN,926.0,62679.0,58040754.0
wn0,Gales Creek,OR,727.0,79821.0,58029867.0
7d0,Merrill,OR,1263.0,45933.0,58013379.0
aw0,Binger,OK,1125.0,51563.0,58008375.0
zgv,Merigold,MS,1271.0,45625.0,57989375.0
e13,Lerona,WV,1083.0,53542.0,57985986.0
640,Panama,OK,1460.0,39712.0,57979520.0
pz0,Bunch,OK,1296.0,44732.0,57972672.0
5l3,Point Roberts,WA,1100.0,52692.0,57961200.0
oxi,Coalton,WV,1110.0,52212.0,57955320.0
mpy,Preston Hollow,NY,642.0,90227.0,57925734.0
qyv,Westbrook,MN,1395.0,41523.0,57924585.0
wk2,Lenorah,TX,492.0,117708.0,57912336.0
maj,Mott,ND,1114.0,51964.0,57887896.0
jou,Chase,MI,1165.0,49688.0,57886520.0
ei1,Howard,SD,1330.0,43523.0,57885590.0
kej,Walhalla,ND,1295.0,44688.0,57870960.0
vi2,Garwood,TX,1286.0,45000.0,57870000.0
x83,Cable,WI,1133.0,51071.0,57863443.0
wgp,South Fork,CO,1017.0,56875.0,57841875.0
jnz,Granite Quarry,NC,1313.0,44044.0,57829772.0
0qg,Stilesville,IN,1010.0,57250.0,57822500.0
8pm,Columbia,CA,1654.0,34958.0,57820532.0
cfj,Eldorado,OH,1018.0,56781.0,57803058.0
u4q,Dalton,NY,931.0,62079.0,57795549.0
s7g,Winfield,IA,1341.0,43098.0,57794418.0
6cm,Doyle,CA,914.0,63218.0,57781252.0
0gc,Pesotum,IL,764.0,75625.0,57777500.0
1xl,Edgemont,AR,1114.0,51818.0,57725252.0
d70,Brightwood,OR,813.0,71000.0,57723000.0
qwj,Edgeley,ND,1181.0,48875.0,57721375.0
tc3,Vader,WA,1232.0,46850.0,57719200.0
zye,Bakersfield,VT,844.0,68375.0,57708500.0
6e2,Rosanky,TX,775.0,74456.0,57703400.0
0pe,South Ryegate,VT,591.0,97625.0,57696375.0
dz0,Cement,OK,1376.0,41923.0,57686048.0
b03,Hillsboro,WV,1062.0,54297.0,57663414.0
yea,West Springfield,PA,1166.0,49438.0,57644708.0
epw,Big Arm,MT,455.0,126683.0,57640765.0
c71,Buffalo Gap,TX,1060.0,54375.0,57637500.0
kjy,Youngsville,NY,745.0,77344.0,57621280.0
n1v,Chamois,MO,1061.0,54306.0,57618666.0
zie,East Fairfield,VT,936.0,61538.0,57599568.0
i71,Bryson,TX,1041.0,55313.0,57580833.0
30r,Ririe,ID,1089.0,52870.0,57575430.0
1ut,Easton,ME,1387.0,41506.0,57568822.0
bip,Glade Park,CO,749.0,76853.0,57562897.0
o8h,Puposky,MN,750.0,76750.0,57562500.0
ash,Herman,MN,854.0,67375.0,57538250.0
ri0,New Plymouth,OH,1038.0,55429.0,57535302.0
htj,Lawsonville,NC,1330.0,43259.0,57534470.0
jfr,Elsah,IL,1133.0,50764.0,57515612.0
n9e,Ethel,WA,1080.0,53250.0,57510000.0
ag2,Ladonia,TX,1247.0,46118.0,57509146.0
ryy,New Woodstock,NY,1181.0,48693.0,57506433.0
1wx,Winter,WI,1294.0,44438.0,57502772.0
chg,Ellsworth,IA,793.0,72500.0,57492500.0
nqe,Veyo,UT,638.0,90104.0,57486352.0
2ca,Drifting,PA,616.0,93302.0,57474032.0
k4z,Sodus Point,NY,1048.0,54821.0,57452408.0
njj,Lidgerwood,ND,1184.0,48523.0,57451232.0
vaa,Shade Gap,PA,1181.0,48644.0,57448564.0
1o2,Bingham Canyon,UT,839.0,68472.0,57448008.0
sb0,Taft,OK,2089.0,27500.0,57447500.0
uae,Ivanhoe,VA,1370.0,41910.0,57416700.0
uha,Karthaus,PA,984.0,58333.0,57399672.0
r9p,Helen,GA,949.0,60469.0,57385081.0
dyw,Taneyville,MO,1287.0,44583.0,57378321.0
kx0,Mill Creek,OK,887.0,64688.0,57378256.0
kwe,Dyke,VA,814.0,70486.0,57375604.0
ft0,Mendon,OH,1393.0,41181.0,57365133.0
ihv,Ruth,MS,1237.0,46359.0,57346083.0
8qk,Greensburg,KS,1220.0,47000.0,57340000.0
ywc,South Pekin,IL,982.0,58385.0,57334070.0
1nu,Douglas,MI,702.0,81667.0,57330234.0
p9h,Saint Clair,MN,728.0,78750.0,57330000.0
kg3,Alkol,WV,1204.0,47604.0,57315216.0
o7y,Glen Lyon,PA,1813.0,31611.0,57310743.0
682,Elsinore,UT,1110.0,51625.0,57303750.0
5gx,Readstown,WI,1095.0,52321.0,57291495.0
elx,Livingston,WI,1022.0,56042.0,57274924.0
q7g,Wesley,IA,738.0,77578.0,57252564.0
gdm,Yosemite National Park,CA,1464.0,39097.0,57238008.0
96i,Dozier,AL,1474.0,38821.0,57222154.0
isp,Sumterville,FL,1060.0,53977.0,57215620.0
zev,De Kalb,MO,814.0,70278.0,57206292.0
wgw,Fortine,MT,808.0,70781.0,57191048.0
fxc,Dana,IN,1118.0,51141.0,57175638.0
2oe,Ashford,WA,1029.0,55556.0,57167124.0
unj,Jenera,OH,826.0,69189.0,57150114.0
czg,Hawkeye,IA,1007.0,56750.0,57147250.0
4fv,Lilbourn,MO,1636.0,34931.0,57147116.0
6uj,Arnegard,ND,580.0,98500.0,57130000.0
wgy,Shelter Island Heights,NY,456.0,125283.0,57129048.0
pdk,Woodbine,KY,1774.0,32199.0,57121026.0
iwk,Barlow,KY,1059.0,53938.0,57120342.0
aoh,Ogema,MN,1287.0,44375.0,57110625.0
y6l,Lewisville,AR,1789.0,31923.0,57110247.0
nev,Doe Run,MO,1177.0,48507.0,57092739.0
sqw,Sheldon,MO,1302.0,43846.0,57087492.0
e9z,Hildebran,NC,1392.0,40994.0,57063648.0
jqi,Marion,PA,886.0,64404.0,57061944.0
z30,Macomb,OK,1198.0,47625.0,57054750.0
lrt,Wauregan,CT,619.0,92153.0,57042707.0
yth,Germfask,MI,988.0,57727.0,57034276.0
mzr,King Hill,ID,720.0,79205.0,57027600.0
wk1,Auburntown,TN,955.0,59714.0,57026870.0
chi,Spring Church,PA,891.0,63995.0,57019545.0
vx1,Stantonville,TN,1459.0,39081.0,57019179.0
o33,Omar,WV,898.0,63472.0,56997856.0
uo2,Annabella,UT,826.0,69000.0,56994000.0
w7r,Fillmore,IL,887.0,64250.0,56989750.0
xpe,Strafford,VT,591.0,96429.0,56989539.0
o1u,Bozman,MD,597.0,95453.0,56985441.0
g8r,Golden Eagle,IL,644.0,88438.0,56954072.0
e2g,Minburn,IA,865.0,65833.0,56945545.0
71e,Long Island,VA,1112.0,51207.0,56942184.0
ehi,Stahlstown,PA,1042.0,54643.0,56938006.0
wac,Wheeler,IL,874.0,65129.0,56922746.0
xse,Ripplemead,VA,788.0,72227.0,56914876.0
5fh,Mentor,MN,768.0,74091.0,56901888.0
gbu,Akron,MI,1207.0,47132.0,56888324.0
atj,Lewiston Woodville,NC,1533.0,37103.0,56878899.0
vir,Pitts,GA,1060.0,53655.0,56874300.0
cry,Richville,NY,1149.0,49479.0,56851371.0
y8i,Highland Home,AL,1336.0,42531.0,56821416.0
1bh,Lake Benton,MN,1075.0,52857.0,56821275.0
pm1,Menno,SD,1130.0,50282.0,56818660.0
0dy,Lawrence,PA,1030.0,55156.0,56810680.0
pjt,West Newfield,ME,1341.0,42361.0,56806101.0
9px,Nelson,WI,891.0,63750.0,56801250.0
irr,Ty Ty,GA,1808.0,31414.0,56796512.0
k5j,Chandlersville,OH,1054.0,53875.0,56784250.0
dfg,Wellsburg,IA,1048.0,54167.0,56767016.0
roz,Eagle Springs,NC,1627.0,34886.0,56759522.0
tc1,Tabor,SD,818.0,69375.0,56748750.0
oik,Kiowa,KS,1024.0,55417.0,56747008.0
rwi,Tresckow,PA,1175.0,48289.0,56739575.0
1f2,West Point,TX,868.0,65365.0,56736820.0
cya,Seal Rock,OR,1046.0,54226.0,56720396.0
7sh,Hokah,MN,1008.0,56250.0,56700000.0
673,Bagley,WI,1046.0,54205.0,56698430.0
1ey,Beaver Meadows,PA,1106.0,51250.0,56682500.0
6br,Dix,IL,1274.0,44476.0,56662424.0
3px,Mount Hope,WI,911.0,62188.0,56653268.0
yue,Caret,VA,1055.0,53674.0,56626070.0
bak,Dunnville,KY,1628.0,34781.0,56623468.0
zbk,Mousie,KY,1272.0,44500.0,56604000.0
l3e,Mouth Of Wilson,VA,1256.0,45063.0,56599128.0
xe0,Lahoma,OK,981.0,57679.0,56583099.0
nc1,Warner,SD,614.0,92083.0,56538962.0
i5z,Alexis,NC,1276.0,44267.0,56484692.0
tle,Glover,VT,802.0,70417.0,56474434.0
r0g,Ladora,IA,742.0,76089.0,56458038.0
lwc,South Wilmington,IL,745.0,75781.0,56456845.0
7gh,Port Hope,MI,1164.0,48500.0,56454000.0
xor,German Valley,IL,910.0,62036.0,56452760.0
e0m,Lone Pine,CA,1522.0,37083.0,56440326.0
g5g,Scranton,IA,1014.0,55625.0,56403750.0
r7l,Norfork,AR,1273.0,44286.0,56376078.0
jgx,Prentice,WI,1131.0,49844.0,56373564.0
nc0,South Webster,OH,2082.0,27065.0,56349330.0
gle,Guildhall,VT,880.0,64028.0,56344640.0
ybu,Woods Hole,MA,680.0,82857.0,56342760.0
kwm,Igo,CA,939.0,60000.0,56340000.0
6lj,Pleasant Hill,NC,908.0,62031.0,56324148.0
uxc,Corunna,IN,788.0,71469.0,56317572.0
o10,Hammon,OK,1017.0,55375.0,56316375.0
yeh,Dalbo,MN,905.0,62222.0,56310910.0
jbv,Irondale,MO,1411.0,39904.0,56304544.0
jze,Fork Union,VA,1198.0,46980.0,56282040.0
dsv,Hardin,MO,1095.0,51397.0,56279715.0
ptu,Baldwin,LA,1891.0,29761.0,56278051.0
gzu,Harrington,ME,954.0,58984.0,56270736.0
2wc,Stewardson,IL,1076.0,52292.0,56266192.0
my1,Eureka,SD,1455.0,38667.0,56260485.0
ofk,Reynolds Station,KY,1220.0,46090.0,56229800.0
37m,Stratford,CA,1086.0,51776.0,56228736.0
w0z,Chemung,NY,784.0,71716.0,56225344.0
t0x,Guernsey,WY,1179.0,47688.0,56224152.0
6fu,Brant,MI,1274.0,44118.0,56206332.0
kfw,Stuart,NE,910.0,61765.0,56206150.0
8fi,Fitzpatrick,AL,1008.0,55744.0,56189952.0
uea,Wilcox,PA,1151.0,48816.0,56187216.0
v5a,Clio,SC,1827.0,30746.0,56172942.0
e42,Smiley,TX,1033.0,54375.0,56169375.0
l1i,Oakland,RI,613.0,91625.0,56166125.0
we1,Quebeck,TN,1286.0,43636.0,56115896.0
e3h,Erskine,MN,1227.0,45714.0,56091078.0
4ok,Slaughters,KY,1280.0,43819.0,56088320.0
wnh,Richville,MN,835.0,67143.0,56064405.0
z2w,Dorchester,NE,832.0,67361.0,56044352.0
0by,Dravosburg,PA,1710.0,32770.0,56036700.0
ijg,Ionia,IA,1108.0,50563.0,56023804.0
s1r,Altona,IL,852.0,65750.0,56019000.0
8q0,Mount Cory,OH,667.0,83958.0,55999986.0
tuz,Magdalena,NM,2302.0,24321.0,55986942.0
zr3,Tekoa,WA,927.0,60368.0,55961136.0
nk1,Bloomington Springs,TN,1625.0,34421.0,55934125.0
vpz,Arroyo Seco,NM,1282.0,43620.0,55920840.0
vw3,East Bank,WV,1261.0,44345.0,55919045.0
ahg,Everly,IA,938.0,59609.0,55913242.0
qsh,Hanley Falls,MN,735.0,76071.0,55912185.0
2cj,Swanquarter,NC,1164.0,48029.0,55905756.0
91u,Brinklow,MD,359.0,155694.0,55894146.0
ioi,Gordon,AL,1174.0,47569.0,55846006.0
him,Boonville,CA,1273.0,43864.0,55838872.0
i31,Rutherford,TN,1466.0,38068.0,55807688.0
wck,Paxico,KS,818.0,68224.0,55807232.0
n00,Eagletown,OK,1116.0,50000.0,55800000.0
gzx,Baggs,WY,684.0,81563.0,55789092.0
7cu,Newellton,LA,1668.0,33438.0,55774584.0
wd2,Minersville,UT,826.0,67500.0,55755000.0
i5g,Salem,IA,1006.0,55417.0,55749502.0
ner,Biggsville,IL,645.0,86429.0,55746705.0
x1g,Martelle,IA,731.0,76250.0,55738750.0
tsg,Richland,IA,882.0,63194.0,55737108.0
lpy,Prattsville,NY,955.0,58359.0,55732845.0
r9i,Marion Junction,AL,1724.0,32321.0,55721404.0
lhr,Bliss,ID,1006.0,55357.0,55689142.0
eqc,Lerna,IL,1155.0,48182.0,55650210.0
v5u,Whaleyville,MD,585.0,95125.0,55648125.0
73i,Weston,VT,629.0,88409.0,55609261.0
obg,Sutherland,IA,911.0,61023.0,55591953.0
l2m,Monte Rio,CA,1224.0,45417.0,55590408.0
lka,Frenchville,PA,1034.0,53750.0,55577500.0
z7c,Manilla,IN,1024.0,54271.0,55573504.0
com,Tahoe Vista,CA,679.0,81833.0,55564607.0
tie,Concord,VT,1090.0,50972.0,55559480.0
0fg,Walnut,IA,1084.0,51250.0,55555000.0
guz,Melrose,NM,1082.0,51339.0,55548798.0
r0j,Mandaree,ND,821.0,67656.0,55545576.0
xlg,Agency,IA,1065.0,52143.0,55532295.0
0eu,Eden,MD,1527.0,36346.0,55500342.0
zyk,Haviland,KS,925.0,60000.0,55500000.0
t6l,Leslie,AR,1792.0,30964.0,55487488.0
cg1,White Lake,SD,831.0,66750.0,55469250.0
2ac,Williamsfield,IL,847.0,65489.0,55469183.0
okr,Paauilo,HI,1315.0,42175.0,55460125.0
8og,Ashland,KS,1004.0,55238.0,55458952.0
mfw,Sterling,NE,925.0,59931.0,55436175.0
whh,Sidney,MI,964.0,57500.0,55430000.0
hmk,Madison,KS,1146.0,48365.0,55426290.0
r8w,Glenbrook,NV,723.0,76635.0,55407105.0
hmr,Shellman,GA,1492.0,37125.0,55390500.0
dce,Bastian,VA,1199.0,46186.0,55377014.0
2w3,Eglon,WV,691.0,80133.0,55371903.0
miq,Mirror Lake,NH,673.0,82216.0,55331368.0
lxp,Pinetta,FL,1414.0,39125.0,55322750.0
tpe,Roxbury,VT,891.0,62083.0,55315953.0
8xq,Cossayuna,NY,527.0,104911.0,55288097.0
1zv,Alma,MO,877.0,63036.0,55282572.0
hwi,Trumbauersville,PA,665.0,83125.0,55278125.0
fg2,Laneville,TX,1327.0,41654.0,55274858.0
gbc,Hardinsburg,IN,1485.0,37222.0,55274670.0
avg,Garrison,IA,730.0,75700.0,55261000.0
fm3,Rosalia,WA,1022.0,54063.0,55252386.0
bmg,Atalissa,IA,751.0,73571.0,55251821.0
zag,Livermore,IA,728.0,75893.0,55250104.0
kpp,Manassa,CO,1315.0,42011.0,55244465.0
fsg,Sabula,IA,1067.0,51771.0,55239657.0
m8m,Tres Pinos,CA,429.0,128750.0,55233750.0
hch,Omer,MI,1165.0,47396.0,55216340.0
e73,Athelstane,WI,1094.0,50469.0,55213086.0
34r,Cave In Rock,IL,917.0,60202.0,55205234.0
vd0,Lorane,OR,464.0,118958.0,55196512.0
upa,Breezewood,PA,1292.0,42717.0,55190364.0
mwl,Hotevilla,AZ,1734.0,31813.0,55163742.0
hew,Fairmont,NE,990.0,55714.0,55156860.0
7uc,Rosiclare,IL,1189.0,46389.0,55156521.0
ipa,Boyers,PA,1006.0,54821.0,55149926.0
j0h,Beaver Creek,MN,771.0,71518.0,55140378.0
84r,Chandlerville,IL,980.0,56250.0,55125000.0
c8r,Golden,IL,917.0,60114.0,55124538.0
asi,Banks,AL,1411.0,39063.0,55117893.0
2ht,Hudson,ME,1202.0,45833.0,55091266.0
toq,Hobart,NY,899.0,61250.0,55063750.0
4rv,Inverness,MS,1157.0,47574.0,55043118.0
dsq,East Schodack,NY,770.0,71466.0,55028820.0
8nw,Wadsworth,NV,1048.0,52500.0,55020000.0
uza,Nemacolin,PA,943.0,58342.0,55016506.0
4qw,Shelbyville,MO,1000.0,55000.0,55000000.0
ngz,Hurley,NM,1552.0,35435.0,54995120.0
pni,Lapine,AL,1345.0,40885.0,54990325.0
15j,Chesterhill,OH,1551.0,35450.0,54982950.0
q8h,Palisade,MN,1013.0,54271.0,54976523.0
vie,East Corinth,VT,628.0,87500.0,54950000.0
1gk,Richmond,KS,859.0,63958.0,54939922.0
e8u,Cornell,MI,1126.0,48792.0,54939792.0
4ka,Gordon,PA,969.0,56691.0,54933579.0
rj2,Nome,TX,810.0,67813.0,54928530.0
eo2,Bluebell,UT,722.0,76075.0,54926150.0
qmy,Phoenicia,NY,958.0,57326.0,54918308.0
rwj,Emerado,ND,839.0,65417.0,54884863.0
xti,Loyalhanna,PA,836.0,65649.0,54882564.0
1ph,Mohawk,MI,1041.0,52708.0,54869028.0
i72,Wickett,TX,913.0,60088.0,54860344.0
5th,Greenbush,MI,1127.0,48672.0,54853344.0
jse,Richardsville,VA,990.0,55400.0,54846000.0
9ug,Eldon,IA,1206.0,45472.0,54839232.0
krg,Brandon,IA,903.0,60714.0,54824742.0
7ci,Republic,PA,1288.0,42563.0,54821144.0
9su,Tyaskin,MD,433.0,126597.0,54816501.0
67l,Palestine,AR,1939.0,28269.0,54813591.0
xht,Jackman,ME,1117.0,49063.0,54803371.0
l4k,Kings Mountain,KY,868.0,63125.0,54792500.0
d1t,Park Hall,MD,868.0,63125.0,54792500.0
zw1,Elora,TN,1408.0,38894.0,54762752.0
r6k,Olympia,KY,1133.0,48333.0,54761289.0
1fe,Walkerton,VA,776.0,70543.0,54741368.0
jbg,Stanwood,IA,872.0,62750.0,54718000.0
ax3,Peytona,WV,989.0,55324.0,54715436.0
ivx,Unity,WI,1162.0,47083.0,54710446.0
pgm,Earp,CA,1300.0,42083.0,54707900.0
ukk,Sedan,KS,1563.0,35000.0,54705000.0
cvu,Alna,ME,760.0,71979.0,54704040.0
1h3,Charlton Heights,WV,700.0,78125.0,54687500.0
zq0,Millfield,OH,1537.0,35578.0,54683386.0
59p,Irwinton,GA,1445.0,37841.0,54680245.0
tfw,Staplehurst,NE,766.0,71360.0,54661760.0
s03,Hico,WV,1088.0,50214.0,54632832.0
vcy,Saint Regis Falls,NY,1053.0,51875.0,54624375.0
57w,Weston,NE,860.0,63482.0,54594520.0
pse,Red Oak,VA,1146.0,47625.0,54578250.0
r60,Tryon,OK,1134.0,48125.0,54573750.0
d2a,West Milton,PA,1190.0,45859.0,54572210.0
j0w,Beemer,NE,952.0,57308.0,54557216.0
rxv,Excello,MO,897.0,60821.0,54556437.0
w3j,Alvordton,OH,1002.0,54441.0,54549882.0
7pj,Seaboard,NC,1355.0,40253.0,54542815.0
do3,Boulder Junction,WI,975.0,55938.0,54539550.0
85h,Kandiyohi,MN,810.0,67321.0,54530010.0
qdg,Cunningham,KS,925.0,58929.0,54509325.0
adv,Ravenwood,MO,1014.0,53750.0,54502500.0
gmc,Monroe Center,IL,872.0,62500.0,54500000.0
qjt,Wayne,ME,954.0,57115.0,54487710.0
391,Dawson,TX,1437.0,37917.0,54486729.0
rav,Brighton,MO,1571.0,34674.0,54472854.0
p2r,Armington,IL,707.0,77045.0,54470815.0
9tm,Angelus Oaks,CA,613.0,88846.0,54462598.0
dnh,Russell,MN,697.0,78125.0,54453125.0
biq,North Walpole,NH,560.0,97228.0,54447680.0
51p,Lorida,FL,1710.0,31827.0,54424170.0
n5h,Karlstad,MN,1030.0,52835.0,54420050.0
v63,Wana,WV,648.0,83964.0,54408672.0
9u3,Cairo,WV,1313.0,41429.0,54396277.0
hbp,Arabi,GA,1109.0,49034.0,54378706.0
zug,Drakesville,IA,1044.0,52083.0,54374652.0
